Property	date	Time	Temperature	Humidity	DewPoint	insectary
251	29/05/2023 00:04	26.014	58.8	17.3	A
252	29/05/2023 00:19	26.017	59.1	17.4	A
253	29/05/2023 00:34	26.004	58.8	17.3	A
254	29/05/2023 00:49	26.425	66.4	19.7	A
255	29/05/2023 01:04	29.237	63.9	21.7	A
256	29/05/2023 01:19	30.598	64.8	23.2	A
257	29/05/2023 01:34	30.362	60.4	21.8	A
258	29/05/2023 01:49	30.268	61.2	22	A
259	29/05/2023 02:04	30.642	54.9	20.5	A
260	29/05/2023 02:19	31.322	57.5	21.9	A
261	29/05/2023 02:34	31.333	57	21.8	A
262	29/05/2023 02:49	30.47	62.9	22.6	A
263	29/05/2023 03:04	31.049	54.9	20.9	A
264	29/05/2023 03:19	30.804	60.1	22.2	A
265	29/05/2023 03:34	30.505	54.9	20.4	A
266	29/05/2023 03:49	31.388	59.3	22.5	A
267	29/05/2023 04:04	30.449	55.9	20.7	A
268	29/05/2023 04:19	30.395	55.7	20.5	A
269	29/05/2023 04:34	31.466	59.1	22.5	A
270	29/05/2023 04:49	30.341	54.9	20.3	A
271	29/05/2023 05:04	31.187	56.7	21.6	A
272	29/05/2023 05:19	30.135	57.2	20.7	A
273	29/05/2023 05:34	31.041	55.4	21.1	A
274	29/05/2023 05:49	30.714	58.8	21.7	A
275	29/05/2023 06:04	29.994	58.8	21.1	A
276	29/05/2023 06:19	31.156	55.7	21.2	A
277	29/05/2023 06:34	30.245	59.1	21.4	A
278	29/05/2023 06:49	30.818	54.6	20.6	A
279	29/05/2023 07:04	30.613	60.1	22	A
280	29/05/2023 07:19	30.977	58	21.8	A
281	29/05/2023 07:34	30.752	55.1	20.7	A
282	29/05/2023 07:49	29.949	55.4	20	A
283	29/05/2023 08:04	29.473	55.4	19.6	A
284	29/05/2023 08:19	29.206	56.2	19.6	A
285	29/05/2023 08:34	29.043	56.2	19.4	A
286	29/05/2023 08:49	31.055	57.5	21.7	A
287	29/05/2023 09:04	29.807	54.4	19.6	A
288	29/05/2023 09:19	28.953	55.4	19.1	A
289	29/05/2023 09:34	28.497	55.7	18.8	A
290	29/05/2023 09:49	28.198	56.5	18.7	A
291	29/05/2023 10:04	27.791	56.2	18.3	A
292	29/05/2023 10:19	27.692	56.5	18.2	A
293	29/05/2023 10:34	27.609	57	18.3	A
294	29/05/2023 10:49	27.623	57.2	18.4	A
295	29/05/2023 11:04	27.414	57.5	18.3	A
296	29/05/2023 11:19	27.38	56.7	18	A
297	29/05/2023 11:34	27.343	59.1	18.6	A
298	29/05/2023 11:49	27.355	57.8	18.3	A
299	29/05/2023 12:04	27.238	57.2	18	A
300	29/05/2023 12:19	27.313	58.3	18.4	A
301	29/05/2023 12:34	27.414	57.2	18.2	A
302	29/05/2023 12:49	27.459	57	18.2	A
303	29/05/2023 13:04	27.22	57.2	18	A
304	29/05/2023 13:19	27.322	57.2	18.1	A
305	29/05/2023 13:34	27.407	57.2	18.2	A
306	29/05/2023 13:49	27.383	56.5	18	A
307	29/05/2023 14:04	27.174	57.2	18	A
308	29/05/2023 14:19	27.295	57.8	18.2	A
309	29/05/2023 14:34	27.38	58	18.4	A
310	29/05/2023 14:49	27.321	56.2	17.8	A
311	29/05/2023 15:04	27.088	55.9	17.5	A
312	29/05/2023 15:19	26.872	59.3	18.3	A
313	29/05/2023 15:34	27.07	57.8	18	A
314	29/05/2023 15:49	27.215	58.5	18.4	A
315	29/05/2023 16:04	27.281	57.5	18.2	A
316	29/05/2023 16:19	27.321	57.8	18.3	A
317	29/05/2023 16:34	27.34	57.2	18.1	A
318	29/05/2023 16:49	27.221	53.6	17	A
319	29/05/2023 17:04	26.419	60.7	18.2	A
320	29/05/2023 17:19	26.327	58.8	17.6	A
321	29/05/2023 17:34	26.755	59.6	18.2	A
322	29/05/2023 17:49	26.413	59.3	17.8	A
323	29/05/2023 18:04	26.339	57.8	17.3	A
324	29/05/2023 18:19	26.618	58.5	17.8	A
325	29/05/2023 18:34	27.029	58.3	18.1	A
326	29/05/2023 18:49	27.178	54.4	17.2	A
327	29/05/2023 19:04	26.456	59.9	18	A
328	29/05/2023 19:19	26.386	61	18.2	A
329	29/05/2023 19:34	26.608	53.8	16.5	A
330	29/05/2023 19:49	26.58	58.5	17.8	A
331	29/05/2023 20:04	26.577	58	17.6	A
332	29/05/2023 20:19	26.534	58	17.6	A
333	29/05/2023 20:34	26.476	58.8	17.8	A
334	29/05/2023 20:49	26.434	58	17.5	A
335	29/05/2023 21:04	26.388	58	17.5	A
336	29/05/2023 21:19	26.036	57	16.8	A
337	29/05/2023 21:34	25.96	58	17.1	A
338	29/05/2023 21:49	26.004	58.5	17.2	A
339	29/05/2023 22:04	26.018	59.1	17.4	A
340	29/05/2023 22:19	26.023	58.3	17.2	A
341	29/05/2023 22:34	26.013	58	17.1	A
342	29/05/2023 22:49	26.008	58	17.1	A
343	29/05/2023 23:04	25.995	58.5	17.2	A
344	29/05/2023 23:19	25.982	58	17.1	A
345	29/05/2023 23:34	25.966	58.3	17.1	A
346	29/05/2023 23:49	25.945	58.8	17.3	A
347	30/05/2023 00:04	25.929	58.5	17.2	A
348	30/05/2023 00:19	25.822	59.3	17.3	A
349	30/05/2023 00:34	27.701	62.9	20	A
350	30/05/2023 00:49	29.587	64.8	22.2	A
351	30/05/2023 01:04	30.072	56.2	20.4	A
352	30/05/2023 01:19	30.549	56.2	20.8	A
353	30/05/2023 01:34	31.001	58	21.8	A
354	30/05/2023 01:49	30.841	62	22.7	A
355	30/05/2023 02:04	30.592	58	21.4	A
356	30/05/2023 02:19	30.858	55.1	20.8	A
357	30/05/2023 02:34	31.129	61	22.7	A
358	30/05/2023 02:49	30.262	57.8	21	A
359	30/05/2023 03:04	31.116	56.2	21.4	A
360	30/05/2023 03:19	30.548	60.4	22	A
361	30/05/2023 03:34	30.61	54.6	20.4	A
362	30/05/2023 03:49	30.804	59.3	22	A
363	30/05/2023 04:04	30.239	59.9	21.6	A
364	30/05/2023 04:19	30.839	55.1	20.8	A
365	30/05/2023 04:34	30.838	61.2	22.5	A
366	30/05/2023 04:49	30.397	54.6	20.2	A
367	30/05/2023 05:04	31.084	58.8	22.1	A
368	30/05/2023 05:19	30.125	59.9	21.5	A
369	30/05/2023 05:34	30.318	55.7	20.5	A
370	30/05/2023 05:49	31.394	59.3	22.5	A
371	30/05/2023 06:04	30.318	55.9	20.5	A
372	30/05/2023 06:19	31.142	57.2	21.7	A
373	30/05/2023 06:34	30.064	59.3	21.3	A
374	30/05/2023 06:49	30.907	55.7	21	A
375	30/05/2023 07:04	30.034	60.1	21.5	A
376	30/05/2023 07:19	30.164	55.1	20.2	A
377	30/05/2023 07:34	31.188	60.7	22.7	A
378	30/05/2023 07:49	30.603	55.1	20.6	A
379	30/05/2023 08:04	29.938	56.7	20.4	A
380	30/05/2023 08:19	29.556	58	20.4	A
381	30/05/2023 08:34	29.326	57	19.9	A
382	30/05/2023 08:49	30.239	60.4	21.7	A
383	30/05/2023 09:04	30.099	56.5	20.5	A
384	30/05/2023 09:19	29.763	56.7	20.2	A
385	30/05/2023 09:34	29.578	57.2	20.2	A
386	30/05/2023 09:49	30.891	59.9	22.2	A
387	30/05/2023 10:04	30.447	56.7	20.9	A
388	30/05/2023 10:19	29.878	55.4	20	A
389	30/05/2023 10:34	29.448	57.5	20.2	A
390	30/05/2023 10:49	30.725	57.5	21.4	A
391	30/05/2023 11:04	30.207	56.5	20.6	A
392	30/05/2023 11:19	29.793	56.7	20.3	A
